Atlas Performing Arts Center|||Washington|9|||||
Cecile Goldman Theater|||Washington|9|||||
Constellation Theatre Company|||Washington|9|||||
Discovery Theater|||Washington|9|||||
Folger Shakespeare Library|||Washington|9|||||
Ford's Theatre|||Washington|9|||||
GALA Hispanic Theatre|||Washington|9|||||
Gonda Theatre|||Washington|9|||||
Hartke Theater|||Washington|9|||||
Lang Theatre|||Washington|9|||||
Lincoln Theatre|||Washington|9|||||
Mosaic Theater Company|||Washington|9|||||
Pin Points Theater|||Washington|9|||||
Seventh Street Playhouse LLC|||Washington|9|||||
Shakespeare Theatre Company|||Washington|9|||||
Spooky Action Theater|||Washington|9|||||
Studio Theatre|||Washington|9|||||
Teatro De La Luna|||Washington|9|||||
The Actors' Center|||Washington|9|||||
The Keegan Theatre|||Washington|9|||||
The Shakespeare Theatre Company Studios|||Washington|9|||||
The Theatre Lab|||Washington|9|||||
Theater Alliance|||Washington|9|||||
Theater J|||Washington|9|||||
theatreWashington|||Washington|9|||||
Washington Stage Guild|||Washington|9|||||
Woolly Mammoth Theatre Company|||Washington|9|||||
Baby Grand|||Wilmington|8|||||
Bootless at The Black Box|||Wilmington|8|||||
Bootless Stageworks|||Wilmington|8|||||
Brandywiners Limited|||Wilmington|8|||||
Chapel Street Players|||Newark|8|||||
City Theater Company|||Wilmington|8|||||
Clear Space Theatre Company|||Rehoboth Beach|8|||||
Delaware Children's Theatre|||Wilmington|8|||||
Delaware Theatre Company|||Wilmington|8|||||
Dickens Parlour Theatre|||Millville|8|||||
Dickinson Theatre Organ Society|||Wilmington|8|||||
Downs Cultural Center|||Wilmington|8|||||
Everett Theatre|||Middletown|8|||||
First State Ballet Theatre|||Wilmington|8|||||
Kent County Theater Guild|||Dover|8|||||
Milford 2nd St Players|||Milford|8|||||
Milton Theatre|||Milton|8|||||
Opera Delaware Studios|||Wilmington|8|||||
Patchwork Playhouse|||Dover|8|||||
Possum Point Players|||Georgetown|8|||||
Reith Hall - Children's Theatre Inc|||Dover|8|||||
Resident Ensemble Players|||Newark|8|||||
The Candlelight Theatre|||Wilmington|8|||||
The Freeman Stage|||Selbyville|8|||||
The Grand Opera House|||Wilmington|8|||||
The Playhouse on Rodney Square|||Wilmington|8|||||
The Rehoboth Summer Children's Theatre|||Rehoboth Beach|8|||||
The Schwartz Center for the Arts|||Dover|8|||||
The Smyrna Opera House|||Smyrna|8|||||
Wilmington Drama League|||Wilmington|8|||||
A.C.T. Studio Theatre|||Stuart|10|||||
ACA: Harris Theater|||New Smyrna Beach|10|||||
Acrosstown Repertory Theatre|||Gainesville|10|||||
ACT of Davie|||Davie|10|||||
Actors' Playhouse at the Miracle Theatre|||Coral Gables|10|||||
Actors' Warehouse|||Gainesville|10|||||
Alan Jay Wildstein Center for the Performing Arts|||Avon Park|10|||||
Amelia Community Theatre - Main Stage|||Fernandina Beach|10|||||
Amelia Community Theatre - Studio 209|||Fernandina Beach|10|||||
American Stage Scenic Studio|||St. Petersburg|10|||||
American Stage Theatre Company|||St. Petersburg|10|||||
Arcade Theatre|||Fort Myers|10|||||
Area Stage Company|||Coral Gables|10|||||
Arts in Motion Community Youth Theater Arts Education, Inc.|||Dade City|10|||||
Athens Theatre|||DeLand|10|||||
Au-Rene Theater at Broward Center For The Performing Arts|||Fort Lauderdale|10|||||
Aventura Arts & Cultural Center|||Aventura|10|||||
Barbara B. Mann Performing Arts Hall at FSW|||Fort Myers|10|||||
Barn Theatre|||Stuart|10|||||
Bay Street Players|||Eustis|10|||||
BIG ARTS Sanibel|||Sanibel|10|||||
BIG ARTS Strauss Theater|||Sanibel|10|||||
Brandon Youth Theater|||Seffner|10|||||
Broward Center|||Fort Lauderdale|10|||||
Broward Center for the Performing Arts|||Fort Lauderdale|10|||||
Carrollwood Players Inc|||Tampa|10|||||
Catherine A Hickman Theater|||Gulfport|10|||||
Center For Performing Arts|||Punta Gorda|10|||||
Center for the Arts at Wesley Chapel|||Wesley Chapel|10|||||
Central Florida Community Arts|||Orlando|10|||||
Central Park Performing Arts Center|||Largo|10|||||
Charlotte Players Inc|||Port Charlotte|10|||||
Childrens Musical Theatre|||Ormond Beach|10|||||
Clermont Performing Arts Center|||Clermont|10|||||
Community Performing Arts|||Boynton Beach|10|||||
Community Playhouse|||Chiefland|10|||||
Crest Theatre at Old School Square|||Delray Beach|10|||||
Cultural Park Theatre|||Cape Coral|10|||||
Curtain Call Playhouse|||Pompano Beach|10|||||
Curtis M. Phillips Center for the Performing Arts|||Gainesville|10|||||
David A. Straz, Jr. Center for the Performing Arts|||Tampa|10|||||
David Falk Theater|||Tampa|10|||||
Daytona Playhouse|||Daytona Beach|10|||||
Dearmon Creative Art School & Theater Inc|||Lutz|10|||||
Delray Beach Playhouse|||Delray Beach|10|||||
Duncan Theatre|||Lake Worth|10|||||
Dunedin Showcase Theater|||Dunedin|10|||||
Early Bird Dinner Theatre|||Clearwater|10|||||
Emerald Coast Theatre Company|||Miramar Beach|10|||||
Emma Parrish Theatre|||Titusville|10|||||
Empire Stage|||Fort Lauderdale|10|||||
Firehouse Community Theatre|||LaBelle|10|||||
Flagler Auditorium|||Palm Coast|10|||||
Flagler Playhouse|||Bunnell|10|||||
Florida Chautauqua Theatre|||Defuniak Springs|10|||||
Florida Children's Theatre|||Fort Lauderdale|10|||||
Florida Repertory Theatre|||Fort Myers|10|||||
Florida Studio Theatre|||Sarasota|10|||||
Florida Theatre|||Jacksonville|10|||||
Florida Theatre Conference|||Pinellas Park|10|||||
Francis Wilson Playhouse|||Clearwater|10|||||
freeFall Theatre|||St. Petersburg|10|||||
Gainesville Community Playhouse|||Gainesville|10|||||
Garden Theatre|||Winter Garden|10|||||
Glenridge On Palmer Ranch Performing Arts Center|||Sarasota|10|||||
Gorilla Theatre|||Tampa|10|||||
Gulfport Community Players|||Gulfport|10|||||
Gulfshore Playhouse|||Naples|10|||||
Haines City Community Theatre|||Haines City|10|||||
HCC Performing Arts Ybor City|||Tampa|10|||||
Henegar Center For the Arts|||Melbourne|10|||||
High Springs Playhouse|||High Springs|10|||||
Highlands Little Theatre|||Sebring|10|||||
Hippodrome Theatre|||Gainesville|10|||||
Island City Stage|||Wilton Manors|10|||||
Island Players Inc|||Anna Maria|10|||||
James McCabe Theater|||Valrico|10|||||
Jewish Cultural Arts Theatre|||Miami|10|||||
Julius Littman Performing Arts Theater|||North Miami Beach|10|||||
Just The Funny|||Miami|10|||||
Kaleidoscope Theatre|||Lynn Haven|10|||||
Keith C. and Elaine Johnson Wold Performing Arts Center|||Boca Raton|10|||||
Key West Theater|||Key West|10|||||
Kings Point Theatre|||Delray Beach|10|||||
Lake Wales Little Theatre|||Lake Wales|10|||||
Lake Worth Playhouse|||Lake Worth|10|||||
Lakeland Community Theatre|||Lakeland|10|||||
Lemon Bay Playhouse|||Englewood|10|||||
Levis JCC Sandler Center|||Boca Raton|10|||||
Limelight Theatre|||St. Augustine|10|||||
Live Oak Theatre Company|||Brooksville|10|||||
Lyric Theatre|||Stuart|10|||||
Mad Cow Theatre|||Orlando|10|||||
Magic Curtain Productions|||Orlando|10|||||
Main Street Players|||Hialeah|10|||||
Maltz Jupiter Theatre Inc|||Jupiter|10|||||
Manatee Performing Arts Center|||Bradenton|10|||||
Marathon Community Theatre, Inc.|||Marathon|10|||||
Martin Theatre|||Panama City|10|||||
Mattie Kelly Arts Center|||Niceville|10|||||
Maxwell C. King Center for the Performing Arts|||Melbourne|10|||||
Melbourne Civic Theatre, Inc.|||Melbourne|10|||||
Melon Patch Players Inc|||Leesburg|10|||||
Miami Childrens Theater|||Miami|10|||||
Miami Theater Center|||Miami Shores|10|||||
Michelee Puppets Inc|||Orlando|10|||||
Middleburg Community Theatre|||Middleburg|10|||||
Mimi's Community Theater|||Montverde|10|||||
Miracle Theatre|||Coral Gables|10|||||
Mizner Park Cultural Center|||Boca Raton|10|||||
Moonlight Players|||Clermont|10|||||
Moroccan Palace Busch Gardens|||Tampa|10|||||
Ocala Civic Theatre|||Ocala|10|||||
Okeechobee Community Theatre|||Okeechobee|10|||||
Old School Square|||Delray Beach|10|||||
Olympic Heights Performing Arts Theater|||Boca Raton|10|||||
Orange Park Community Theatre|||Orange Park|10|||||
Orlando Repertory Theatre|||Orlando|10|||||
Orlando Shakes|||Orlando|10|||||
Ormond Beach Performing Arts|||Ormond Beach|10|||||
Osceola Arts|||Kissimmee|10|||||
Outré Theatre Company|||Pompano Beach|10|||||
Overtown Performing Arts Center|||Miami|10|||||
Oviedo Amphitheatre & Cultural Center|||Oviedo|10|||||
Palm Beach Dramaworks|||West Palm Beach|10|||||
Panhandle Community Theatre (PCT)|||Pace|10|||||
Pembroke Pines Theatre of the Performing Arts|||Southwest Ranches|10|||||
Pensacola Little Theatre|||Pensacola|10|||||
Performing Arts|||Fort Lauderdale|10|||||
Pineapple Playhouse|||Fort Pierce|10|||||
Plant City Entertainment|||Plant City|10|||||
Players By the Sea|||Jacksonville Beach|10|||||
Playwrights' Round Table|||Orlando|10|||||
Polk Theatre|||Lakeland|10|||||
Pompano Beach Cultural Center|||Pompano Beach|10|||||
PowerStories Theatre|||Tampa|10|||||
Ramon Theatre|||Frostproof|10|||||
Red Barn Theatre|||Key West|10|||||
Richey Suncoast Theatre|||New Port Richey|10|||||
Riverside Children's Theatre|||Vero Beach|10|||||
Riverside Theatre|||Vero Beach|10|||||
Riverside Theatre, Inc.|||Vero Beach|10|||||
Savannah Center|||The Villages|10|||||
SCF Neel Performing Arts Center|||Bradenton|10|||||
Sharon L. Morse Performing Arts Center|||The Villages|10|||||
Shine/Pine Hills Community Performing Arts Center|||Orlando|10|||||
Sol Children Theatre|||Boca Raton|10|||||
Spanish Lyric Theatre|||Tampa|10|||||
St. Petersburg City Theatre|||St. Petersburg|10|||||
Stage Crafters Community Theatre|||Fort Walton Beach|10|||||
Stage Crafters Community Theatre, Inc.|||Fort Walton Beach|10|||||
Stage West Playhouse|||Spring Hill|10|||||
Stageworks Theatre|||Tampa|10|||||
StarStruck Academy & Theatre|||Stuart|10|||||
Straz Center|||Tampa|10|||||
Sugden Community Theatre|||Naples|10|||||
Sunrise Theatre|||Fort Pierce|10|||||
Surfside Players|||Cocoa Beach|10|||||
Susan B. Katz Theatre of the Performing Arts|||Fort Lauderdale|10|||||
Suwanee Valley Players|||Chiefland|10|||||
Tarpon Springs Performing Arts Center|||Tarpon Springs|10|||||
Tavares Community Theater Company|||Tavares|10|||||
Tavares Theater, Inc. (Non-Profit)|||Tavares|10|||||
TECO Theater|||Tampa|10|||||
Tennessee Williams Theatre|||Key West|10|||||
The Acting Studio Tampa|||Tampa|10|||||
The Borland Center|||Palm Beach Gardens|10|||||
The First Act Children's Community Theatre Inc.|||Atlantic Beach|10|||||
The IceHouse Theatre|||Mt Dora|10|||||
The Island Theater|||Fleming Island|10|||||
The Laboratory Theater of Florida|||Fort Myers|10|||||
The Little Theatre NSB|||New Smyrna Beach|10|||||
The Marco Players|||Marco Island|10|||||
The Naples Players|||Naples|10|||||
The Orpheum Theatre and Academy of Performing Arts|||Bartow|10|||||
The Osceola Performing Arts Center|||Kissimmee|10|||||
The Players Centre for Performing Arts|||Sarasota|10|||||
The Repertory Theatre - Seaside|||Santa Rosa Beach|10|||||
The Township Community Master Association Inc|||Coconut Creek|10|||||
The Venue|||Orlando|10|||||
The Wick Theatre|||Boca Raton|10|||||
Theater At Sunrise Lakes Phase 4|||Sunrise|10|||||
Theater On The Edge - Plays In Orlando|||Orlando|10|||||
Theatre Conspiracy|||Fort Myers|10|||||
Theatre Jacksonville|||Jacksonville|10|||||
Theatre South Playhouse|||Orlando|10|||||
Theatre Tallahassee|||Tallahassee|10|||||
Theatre Winter Haven|||Winter Haven|10|||||
TheatreWorks Florida-Theatre & Studio|||Davenport|10|||||
Thinking Cap Theatre|||Fort Lauderdale|10|||||
Titusville Playhouse Inc|||Titusville|10|||||
Treasure Coast Theatre|||Port St. Lucie|10|||||
Urbanite Theatre|||Sarasota|10|||||
Valrico Players Inc|||Valrico|10|||||
Vam York Theater|||Gainesville|10|||||
Venice Performing Arts Center|||Venice|10|||||
Venice Theatre|||Venice|10|||||
Vero Beach High School Performing Arts Center|||Vero Beach|10|||||
Vero Beach Theatre Guild|||Vero Beach|10|||||
Villain Theater|||Miami|10|||||
Waterfront Playhouse|||Key West|10|||||
Wayne Densch Performing Arts Center|||Sanford|10|||||
West Coast Players|||Clearwater|10|||||
Westcoast Black Theatre Troupe|||Sarasota|10|||||
Willow Theatre at Sugar Sand Park|||Boca Raton|10|||||
Wind Horse Theater|||Eustis|10|||||
Winter Park Play House|||Winter Park|10|||||
Winter Springs Performing Arts|||Winter Springs|10|||||
7 Stages Theatre|||Atlanta|11|||||
Academy Theatre|||Hapeville|11|||||
ACT I, Inc.|||Cartersville|11|||||
ACT1 Theater|||Alpharetta|11|||||
Act3 Productions|||Sandy Springs|11|||||
Actor's Express Theatre Company|||Atlanta|11|||||
All Community Theater|||Douglasville|11|||||
Alliance Theatre|||Atlanta|11|||||
ART Station Theatre|||Stone Mountain|11|||||
Artistic Civic Theatre|||Dalton|11|||||
Athens Creative Theatre|||Athens|11|||||
Aurora Theatre|||Lawrenceville|11|||||
Back Alley Productions at the Mars Theatre|||LaFayette|11|||||
Bainbridge Little Theatre|||Bainbridge|11|||||
Blue Ridge Community Theater|||Blue Ridge|11|||||
Buckhead Theatre|||Atlanta|11|||||
Buford Community Center, Town Park & Theatre|||Buford|11|||||
Canton Theatre|||Canton|11|||||
Center for Art & Theatre|||Statesboro|11|||||
City Springs|||Sandy Springs|11|||||
Cobb County Center for Excellence in the Performing Arts|||Mableton|11|||||
Collective Face Theatre Ensemble|||Savannah|11|||||
Colleen O. Williams Community Theater|||Winder|11|||||
Columbia County Amphitheater|||Evans|11|||||
Columbus State University - Theatre|||Columbus|11|||||
CV Pride Community Center|||Columbus|11|||||
Dallas Theater & Civic Center|||Dallas|11|||||
Dalton Little Theatre|||Dalton|11|||||
Davidson Community Players- Offices|||Savannah|11|||||
DeSoto Theatre|||Rome|11|||||
DramaTech Theatre|||Atlanta|11|||||
Elm Street Cultural Arts Village|||Woodstock|11|||||
Essential Theatre|||Atlanta|11|||||
Family Theatre|||Columbus|11|||||
Ferst Center For The Arts|||Atlanta|11|||||
Fox Theatre|||Atlanta|11|||||
Fulton County Southwest Arts Center|||Atlanta|11|||||
Fulton County West End Performing Arts Center|||Atlanta|11|||||
Gaha Community Theatre|||Ellijay|11|||||
Gainesville Theatre Alliance|||Oakwood|11|||||
Gem Theatre|||Calhoun|11|||||
Georgia Ensemble Theatre|||Roswell|11|||||
Georgia Theatre|||Athens|11|||||
Gilmer Arts and Heritage Association|||Ellijay|11|||||
Grand Theatre|||Cartersville|11|||||
Grover C. Maxwell Performing Arts Theatre|||Augusta|11|||||
Habersham Community Theatre|||Clarkesville|11|||||
Hapeville Performing Arts Center|||Atlanta|11|||||
Hart County Community Theatre|||Hartwell|11|||||
Henry County Performing Arts Center|||McDonough|11|||||
Holly Theatre|||Dahlonega|11|||||
Horizon Theatre Company|||Atlanta|11|||||
Imperial Theatre|||Augusta|11|||||
Jefferson Community Theatre|||Jefferson|11|||||
Jerry's Habima Theatre|||Atlanta|11|||||
Kennesaw Community center|||Kennesaw|11|||||
Kenny Leon's True Colors Theatre Company - Admin Office|||Atlanta|11|||||
King David Community Center|||Atlanta|11|||||
Lamar County Schools Fine Arts|||Barnesville|11|||||
Land of Spirit|||Lavonia|11|||||
Le Chat Noir|||Augusta|11|||||
